,20,40,60,80,100
375.0,2.21873020976e-06,4.28559489426e-06,7.45525896701e-06,1.17662677087e-05,1.696874225e-05
374.0,2.18780896807e-06,4.23457106076e-06,7.38315865654e-06,1.16797700019e-05,1.68814008303e-05
373.0,2.15713104396e-06,4.18378507179e-06,7.31112145979e-06,1.15929854365e-05,1.6793385022e-05
372.0,2.12669737608e-06,4.13324096514e-06,7.23915486489e-06,1.15059217195e-05,1.67046976252e-05
371.0,2.09650886e-06,4.08294273125e-06,7.16726638415e-06,1.14185867062e-05,1.66153416435e-05
370.0,2.06656634795e-06,4.0328943128e-06,7.09546355072e-06,1.13309884015e-05,1.65253202875e-05
369.0,2.03687064859e-06,3.98309960314e-06,7.02375391542e-06,1.12431349607e-05,1.6434636978e-05
368.0,2.00742252762e-06,3.93356244421e-06,6.95214504627e-06,1.11550346847e-05,1.63432953516e-05
367.0,1.97822270698e-06,3.88428662694e-06,6.88064452333e-06,1.10666960232e-05,1.6251299258e-05
366.0,1.9492718651e-06,3.83527588786e-06,6.80925993659e-06,1.09781275685e-05,1.61586527716e-05
365.0,1.92057063687e-06,3.78653390989e-06,6.73799888544e-06,1.08893380604e-05,1.6065360186e-05
364.0,1.892119614e-06,3.7380643196e-06,6.66686897272e-06,1.08003363791e-05,1.59714260265e-05
363.0,1.86391934432e-06,3.68987068701e-06,6.59587780348e-06,1.07111315462e-05,1.58768550435e-05
362.0,1.83597033238e-06,3.64195652351e-06,6.52503298268e-06,1.06217327232e-05,1.57816522237e-05
361.0,1.80827303924e-06,3.59432528194e-06,6.45434211077e-06,1.05321492089e-05,1.56858227876e-05
360.0,1.78082788257e-06,3.54698035424e-06,6.38381278242e-06,1.04423904387e-05,1.55893721954e-05
359.0,1.75363523699e-06,3.49992507086e-06,6.3134525829e-06,1.03524659803e-05,1.54923061485e-05
358.0,1.72669543368e-06,3.45316270011e-06,6.24326908409e-06,1.02623855334e-05,1.53946305936e-05
357.0,1.70000876086e-06,3.4066964462e-06,6.17326984363e-06,1.01721589276e-05,1.52963517223e-05
356.0,1.67357546378e-06,3.3605294494e-06,6.1034624005e-06,1.00817961192e-05,1.51974759782e-05
355.0,1.64739574481e-06,3.31466478374e-06,6.0338542722e-06,9.99130718867e-06,1.50980100537e-05
354.0,1.62146976373e-06,3.26910545717e-06,5.96445295251e-06,9.90070233691e-06,1.4997960897e-05
353.0,1.59579763773e-06,3.22385441008e-06,5.89526590721e-06,9.80999188549e-06,1.48973357149e-05
352.0,1.57037944185e-06,3.17891451454e-06,5.82630057223e-06,9.71918627089e-06,1.47961419677e-05
351.0,1.54521520879e-06,3.13428857324e-06,5.75756435048e-06,9.62829604214e-06,1.46943873804e-05
350.0,1.52030492947e-06,3.08997931941e-06,5.68906460757e-06,9.53733185879e-06,1.45920799374e-05
349.0,1.34740253619e-06,3.04598941484e-06,5.620808671e-06,9.44630448658e-06,1.44892278886e-05
348.0,1.32730211832e-06,3.00232145008e-06,5.5528038249e-06,9.35522479389e-06,1.4385839748e-05
347.0,1.30740311199e-06,2.95897794342e-06,5.48505730879e-06,9.26410374893e-06,1.4281924299e-05
346.0,1.28770501158e-06,2.91596134004e-06,5.41757631329e-06,9.1729524152e-06,1.41774905886e-05
345.0,1.26820728966e-06,2.87327401164e-06,5.35036797755e-06,9.08178194915e-06,1.40725479365e-05
344.0,1.24890939756e-06,2.83091825553e-06,5.28343938674e-06,8.99060359352e-06,1.39671059313e-05
343.0,1.2298107652e-06,2.7888962942e-06,5.21679756865e-06,8.89942867692e-06,1.38611744304e-05
342.0,1.21091080169e-06,2.74721027483e-06,5.1504494902e-06,8.8082686074e-06,1.37547635651e-05
341.0,1.19220889565e-06,2.70586226867e-06,5.08440205592e-06,8.71713486769e-06,1.36478837357e-05
340.0,1.17370441544e-06,2.66485427048e-06,5.01866210353e-06,8.62603901248e-06,1.35405456154e-05
339.0,1.15539670926e-06,2.62418819838e-06,4.95323640171e-06,8.53499266411e-06,1.34327601483e-05
338.0,1.13728510583e-06,2.58386589302e-06,4.88813164752e-06,8.44400750498e-06,1.33245385498e-05
337.0,1.11936891428e-06,2.54388911756e-06,4.82335446305e-06,8.3530952773e-06,1.32158923057e-05
336.0,1.10164742503e-06,2.50425955731e-06,4.75891139297e-06,8.26226777353e-06,1.31068331723e-05
335.0,1.0841199094e-06,2.46497881925e-06,4.69480890136e-06,8.17153683629e-06,1.29973731746e-05
334.0,1.06678562043e-06,2.42604843172e-06,4.63105336941e-06,8.08091434947e-06,1.28875246052e-05
333.0,1.0496437931e-06,2.3874698448e-06,4.56765109251e-06,7.99041223515e-06,1.27773000231e-05
332.0,1.03269364444e-06,2.34924442911e-06,4.50460827756e-06,7.90004244747e-06,1.26667122527e-05
331.0,1.01593437411e-06,2.31137347653e-06,4.44193104022e-06,7.80981696836e-06,1.255577438e-05
330.0,9.99365164542e-07,2.27385819972e-06,4.37962540302e-06,7.71974780088e-06,1.24444997529e-05
329.0,9.82985181303e-07,2.23669973222e-06,4.3176972918e-06,7.62984696535e-06,1.23329019776e-05
328.0,9.66793573499e-07,2.19989912795e-06,4.25615253425e-06,7.54012649271e-06,1.22209949155e-05
327.0,9.50789473917e-07,2.16345736197e-06,4.1949968564e-06,7.45059841837e-06,1.21087926805e-05
326.0,9.34971999556e-07,2.12737532979e-06,4.13423588146e-06,7.3612747786e-06,1.19963096368e-05
325.0,9.19340251805e-07,2.09165384786e-06,4.07387512689e-06,7.27216760314e-06,1.1883560394e-05
324.0,9.03893316837e-07,2.0562936537e-06,4.01392000191e-06,7.18328890977e-06,1.17705598049e-05
323.0,8.88630265845e-07,2.02129540563e-06,3.95437580568e-06,7.09465069915e-06,1.16573229598e-05
322.0,8.73550155542e-07,1.98665968341e-06,3.89524772494e-06,7.00626494806e-06,1.15438651839e-05
321.0,8.58652028222e-07,1.95238698824e-06,3.83654083247e-06,6.91814360416e-06,1.14302020313e-05
320.0,8.43934912389e-07,1.91847774302e-06,3.77826008445e-06,6.8302985798e-06,1.13163492818e-05
319.0,8.29397822785e-07,1.88493229258e-06,3.72041031866e-06,6.74274174569e-06,1.12023229338e-05
318.0,8.15039760979e-07,1.85175090425e-06,3.6629962529e-06,6.655484926e-06,1.10881391999e-05
317.0,8.00859715459e-07,1.6379956558e-06,3.60602248309e-06,6.56853989123e-06,1.0973814502e-05
316.0,7.8685666219e-07,1.61127148823e-06,3.54949348136e-06,6.48191835295e-06,1.08593654638e-05
315.0,7.73029564667e-07,1.58483670893e-06,3.49341359446e-06,6.3956319566e-06,1.07448089065e-05
314.0,7.59377374467e-07,1.55869068681e-06,3.43778704261e-06,6.30969227768e-06,1.06301618397e-05
313.0,7.45899031468e-07,1.53283274931e-06,3.38261791713e-06,6.2241108135e-06,1.05154414569e-05
312.0,7.32593464216e-07,1.50726218254e-06,3.32791017989e-06,6.13889897793e-06,1.0400665127e-05
311.0,7.19459590139e-07,1.48197823231e-06,3.27366766162e-06,6.05406809633e-06,1.02858503877e-05
310.0,7.06496316023e-07,1.45698010445e-06,3.21989406043e-06,5.96962939785e-06,1.01710149378e-05
309.0,6.93702538219e-07,1.43226696536e-06,3.16659294098e-06,5.88559401148e-06,1.00561766285e-05
308.0,6.81077142972e-07,1.40783794277e-06,3.11376773321e-06,5.8019729583e-06,9.94135345649e-06
307.0,6.68619006774e-07,1.38369212615e-06,3.06142173119e-06,5.71877714697e-06,9.82656355434e-06
306.0,6.56326996669e-07,1.3598285674e-06,3.00955809252e-06,5.63601736701e-06,9.71182518321e-06
305.0,6.44199970553e-07,1.33624628151e-06,2.95817983704e-06,5.55370428426e-06,9.59715672263e-06
304.0,6.32236777461e-07,1.31294424693e-06,2.90728984648e-06,5.47184843334e-06,9.48257666107e-06
303.0,6.20436257941e-07,1.28992140651e-06,2.85689086356e-06,5.39046021417e-06,9.36810358845e-06
302.0,6.08797244299e-07,1.26717666792e-06,2.80698549113e-06,5.30954988449e-06,9.25375618439e-06
301.0,5.97318560959e-07,1.24470890427e-06,2.75757619214e-06,5.22912755593e-06,9.13955321013e-06
300.0,5.85999024709e-07,1.2225169549e-06,2.70866528888e-06,5.14920318771e-06,9.0255134964e-06
299.0,5.74837445056e-07,1.20059962583e-06,2.66025496272e-06,5.06978658177e-06,8.91165593573e-06
298.0,5.63832624496e-07,1.1789556905e-06,2.61234725363e-06,4.99088737748e-06,8.79799946916e-06
297.0,5.52983358862e-07,1.15758389043e-06,2.56494406035e-06,4.91251504625e-06,8.68456307859e-06
296.0,5.42288437508e-07,1.13648293578e-06,2.51804714003e-06,4.83467888745e-06,8.57136577282e-06
295.0,5.31746643748e-07,1.11565150606e-06,2.47165810822e-06,4.75738802235e-06,8.45842657887e-06
294.0,5.21356755042e-07,1.0950882508e-06,2.42577843892e-06,4.6806513903e-06,8.3457645302e-06
293.0,5.11117543323e-07,1.07479179014e-06,2.38040946485e-06,4.60447774399e-06,8.23339865474e-06
292.0,5.01027775316e-07,1.05476071554e-06,2.3355523775e-06,4.5288756445e-06,8.12134796459e-06
291.0,4.91086212755e-07,1.03499359044e-06,2.29120822751e-06,4.45385345726e-06,8.00963144318e-06
290.0,4.81291612724e-07,1.01548895083e-06,2.24737792506e-06,4.37941934813e-06,7.8982680348e-06
289.0,4.71642727902e-07,9.96245306013e-07,2.20406224029e-06,4.30558127899e-06,7.78727663241e-06
288.0,4.62138306895e-07,9.77261139263e-07,1.94830401656e-06,4.23234700363e-06,7.6766760659e-06
287.0,4.52777094432e-07,9.58534908397e-07,1.91348049161e-06,4.15972406438e-06,7.56648508926e-06
286.0,4.43557831681e-07,9.4006504646e-07,1.87906609361e-06,4.08771978864e-06,7.45672237091e-06
285.0,4.34479256559e-07,9.21849962502e-07,1.84506005795e-06,4.0163412848e-06,7.347406479e-06
284.0,4.2554010393e-07,9.03888042059e-07,1.81146154333e-06,3.94559543948e-06,7.23855587205e-06
283.0,4.16739105921e-07,8.86177647983e-07,1.77826963278e-06,3.87548891431e-06,7.13018888458e-06
282.0,4.08074992123e-07,8.6871712092e-07,1.74548333471e-06,3.80602814306e-06,7.02232371675e-06
281.0,3.99546489931e-07,8.5150478011e-07,1.71310158405e-06,3.7372193284e-06,6.91497842196e-06
280.0,3.91152324777e-07,8.34538924018e-07,1.68112324332e-06,3.66906844006e-06,6.80817089467e-06
279.0,3.82891220316e-07,8.17817830882e-07,1.64954710366e-06,3.60158121153e-06,6.70191885901e-06
278.0,3.74761898783e-07,8.01339759526e-07,1.61837188618e-06,3.53476313886e-06,6.59623985663e-06
277.0,3.66763081163e-07,7.85102949847e-07,1.58759624282e-06,3.46861947767e-06,6.49115123524e-06
276.0,3.58893487475e-07,7.69105623529e-07,1.5572187578e-06,3.40315524162e-06,6.38667013704e-06
275.0,3.51151837003e-07,7.53345984769e-07,1.52723794869e-06,3.33837520098e-06,6.28281348643e-06
274.0,3.43536848546e-07,7.37822220754e-07,1.49765226759e-06,3.27428388064e-06,6.17959798059e-06
273.0,3.36047240626e-07,7.22532502416e-07,1.46846010237e-06,3.21088555912e-06,6.07704007614e-06
272.0,3.28681731763e-07,7.07474984997e-07,1.43965977789e-06,3.14818426725e-06,5.97515597962e-06
271.0,3.21439040688e-07,6.92647808759e-07,1.4112495572e-06,3.08618378755e-06,5.87396163565e-06
270.0,3.1431788656e-07,6.78049099479e-07,1.38322764297e-06,3.02488765296e-06,5.77347271749e-06
269.0,3.07316989206e-07,6.63676969195e-07,1.35559217849e-06,2.96429914643e-06,5.67370461531e-06
268.0,3.0043506933e-07,6.49529516713e-07,1.32834124915e-06,2.90442130112e-06,5.57467242682e-06
267.0,2.93670848769e-07,6.35604828348e-07,1.3014728836e-06,2.84525689908e-06,5.47639094718e-06
266.0,2.87023050643e-07,6.21900978433e-07,1.274985055e-06,2.7868084723e-06,5.3788746592e-06
265.0,2.8049039964e-07,6.08416029913e-07,1.24887568258e-06,2.72907830218e-06,5.28213772338e-06
264.0,2.74071622175e-07,5.9514803498e-07,1.22314263248e-06,2.67206842018e-06,5.18619397018e-06
263.0,2.67765446627e-07,5.82095035696e-07,1.19778371951e-06,2.3561481126e-06,5.09105688949e-06
262.0,2.61570603521e-07,5.69255064514e-07,1.17279670817e-06,2.31040666727e-06,4.99673962333e-06
261.0,2.55485825749e-07,5.56626144872e-07,1.14817931398e-06,2.26524028511e-06,4.90325495649e-06
260.0,2.49509848748e-07,5.44206291824e-07,1.12392920495e-06,2.22064828537e-06,4.81061530989e-06
259.0,2.43641410722e-07,5.31993512545e-07,1.10004400276e-06,2.176629846e-06,4.71883273189e-06
258.0,2.37879252804e-07,5.19985806901e-07,1.07652128402e-06,2.13318400519e-06,4.62791889167e-06
257.0,2.32222119276e-07,5.08181168055e-07,1.05335858182e-06,2.0903096635e-06,4.5378850721e-06
256.0,2.26668757717e-07,4.96577582988e-07,1.03055338671e-06,2.04800558585e-06,4.4487421631e-06
255.0,2.21217919221e-07,4.85173033049e-07,1.00810314827e-06,2.00627040338e-06,4.36050065596e-06
254.0,2.15868358568e-07,4.73965494468e-07,9.86005276364e-07,1.96510261559e-06,4.27317063717e-06
253.0,2.10618834376e-07,4.62952938927e-07,9.64257142317e-07,1.9245005925e-06,4.18676178299e-06
252.0,2.05468109321e-07,4.52133334101e-07,9.42856080314e-07,1.88446257669e-06,4.10128335503e-06
251.0,2.00414950266e-07,4.41504644143e-07,9.21799388763e-07,1.84498668564e-06,4.01674419501e-06
250.0,1.95458128446e-07,4.31064830192e-07,9.01084331435e-07,1.80607091384e-06,3.93315272078e-06
249.0,1.90596419634e-07,4.20811850923e-07,8.80708138854e-07,1.76771313526e-06,3.85051692267e-06
248.0,1.85828604306e-07,4.10743663016e-07,8.60668009529e-07,1.72991110531e-06,3.76884436014e-06
247.0,1.81153467789e-07,4.00858221666e-07,8.40961111256e-07,1.69266246365e-06,3.68814215856e-06
246.0,1.76569800416e-07,3.91153481056e-07,8.21584582372e-07,1.65596473609e-06,3.60841700713e-06
245.0,1.72076397703e-07,3.81627394865e-07,8.02535532991e-07,1.61981533748e-06,3.52967515613e-06
244.0,1.67672060469e-07,3.72277916725e-07,7.83811046279e-07,1.58421157374e-06,3.45192241589e-06
243.0,1.63355594997e-07,3.63103000683e-07,7.65408179714e-07,1.54915064455e-06,3.37516415481e-06
242.0,1.59125813181e-07,3.54100601677e-07,7.47323966251e-07,1.51462964569e-06,3.29940529921e-06
241.0,1.5498153266e-07,3.45268675988e-07,7.29555415617e-07,1.48064557171e-06,3.22465033203e-06
240.0,1.50921576968e-07,3.36605181665e-07,7.12099515468e-07,1.44719531825e-06,2.83694717312e-06
239.0,1.46944775651e-07,3.28108079006e-07,6.94953232614e-07,1.41427568475e-06,2.77708925682e-06
238.0,1.43049964414e-07,3.1977533096e-07,6.78113514249e-07,1.38188337683e-06,2.71803646407e-06
237.0,1.39235985248e-07,3.11604903561e-07,6.61577289035e-07,1.35001500899e-06,2.65978855125e-06
236.0,1.35501686558e-07,3.03594766364e-07,6.45341468368e-07,1.31866710708e-06,2.60234501629e-06
235.0,1.31845923279e-07,2.95742892823e-07,6.29402947424e-07,1.28783611091e-06,2.54570510181e-06
234.0,1.28267557015e-07,2.88047260732e-07,6.13758606449e-07,1.25751837683e-06,2.48986779872e-06
233.0,1.24765456132e-07,2.80505852592e-07,5.98405311763e-07,1.22771018024e-06,2.43483184953e-06
232.0,1.21338495896e-07,2.73116656045e-07,5.83339916942e-07,1.19840771827e-06,2.38059575205e-06
231.0,1.17985558582e-07,2.65877664208e-07,5.68559263888e-07,1.16960711231e-06,2.32715776294e-06
230.0,1.14705533565e-07,2.58786876082e-07,5.54060183945e-07,1.14130441059e-06,2.27451590194e-06
229.0,1.11497317461e-07,2.51842296924e-07,5.39839498969e-07,1.11349559074e-06,2.22266795562e-06
228.0,1.08359814208e-07,2.45041938594e-07,5.2589402238e-07,1.0861765623e-06,2.17161148164e-06
227.0,1.05291935169e-07,2.38383819918e-07,5.12220560247e-07,1.05934316947e-06,2.12134381271e-06
226.0,1.02292599239e-07,2.3186596705e-07,4.98815912263e-07,1.03299119344e-06,2.07186206113e-06
225.0,9.93607329392e-08,2.254864138e-07,4.85676872848e-07,1.00711635499e-06,2.02316312322e-06
224.0,9.64952705138e-08,2.19243201963e-07,4.72800232076e-07,9.81714317115e-07,1.97524368336e-06
223.0,9.3695154017e-08,2.13134381675e-07,4.60182776703e-07,9.56780687403e-07,1.92810021916e-06
222.0,9.0959333406e-08,2.07158011718e-07,4.47821291143e-07,9.32311020608e-07,1.8817290057e-06
221.0,8.8286766622e-08,2.01312159824e-07,4.35712558439e-07,9.08300821096e-07,1.83612612019e-06
220.0,8.56764196801e-08,1.95594903008e-07,4.23853361168e-07,8.84745545327e-07,1.79128744705e-06
219.0,8.31272667477e-08,1.90004327861e-07,4.12240482437e-07,8.6164060429e-07,1.74720868234e-06
218.0,8.0638290221e-08,1.84538530834e-07,4.00870706719e-07,8.38981365892e-07,1.70388533891e-06
217.0,7.82084808067e-08,1.79195618534e-07,3.8974082084e-07,8.16763157387e-07,1.66131275113e-06
216.0,7.58368375901e-08,1.73973708013e-07,3.78847614802e-07,7.94981267809e-07,1.61948607994e-06
215.0,7.3522368109e-08,1.68870927041e-07,3.68187882642e-07,7.73630950189e-07,1.57840031781e-06
214.0,7.12640884245e-08,1.63885414359e-07,3.57758423364e-07,7.52707424034e-07,1.53805029362e-06
213.0,6.90610231796e-08,1.59015319958e-07,3.47556041695e-07,7.32205877505e-07,1.49843067783e-06
212.0,6.69122056712e-08,1.54258805328e-07,3.37577548929e-07,7.12121469778e-07,1.45953598755e-06
211.0,6.4816677907e-08,1.49614043707e-07,3.27819763777e-07,6.92449333303e-07,1.42136059146e-06
210.0,6.27734906688e-08,1.45079220328e-07,3.18279513083e-07,6.73184575927e-07,1.38389871492e-06
209.0,6.07817035608e-08,1.40652532654e-07,3.08953632682e-07,6.54322283215e-07,1.34714444511e-06
208.0,5.88403850728e-08,1.36332190595e-07,2.99838968085e-07,6.35857520501e-07,1.31109173605e-06
207.0,5.69486126243e-08,1.32116416748e-07,2.9093237526e-07,6.17785335104e-07,1.27573441364e-06
206.0,5.51054726214e-08,1.28003446612e-07,2.82230721363e-07,6.00100758442e-07,1.24106618069e-06
205.0,5.33100604961e-08,1.23991528793e-07,2.73730885443e-07,5.82798808008e-07,1.20708062206e-06
204.0,5.15614807593e-08,1.20078925212e-07,2.65429759132e-07,5.6587448952e-07,1.17377120958e-06
203.0,4.98588470346e-08,1.16263911301e-07,2.57324247328e-07,5.49322798847e-07,1.14113130707e-06
202.0,4.8201282105e-08,1.12544776201e-07,2.49411268882e-07,5.3313872408e-07,1.10915417532e-06
201.0,4.65879179479e-08,1.08919822942e-07,2.4168775722e-07,5.17317247401e-07,1.07783297703e-06
200.0,4.50178957721e-08,1.05387368636e-07,2.34150660992e-07,5.01853346978e-07,1.04716078171e-06
199.0,4.34903660489e-08,1.01945744635e-07,2.26796944704e-07,4.86741998972e-07,1.01713057051e-06
198.0,4.20044885456e-08,9.8593296714e-08,2.19623589287e-07,4.71978179218e-07,9.87735241137e-07
197.0,4.05594323539e-08,9.5328385223e-08,2.12627592733e-07,4.57556865157e-07,9.58967612573e-07
196.0,3.91543759143e-08,9.21493852579e-08,2.05805970635e-07,4.43473037547e-07,9.30820429794e-07
195.0,3.7788507045e-08,8.90546867931e-08,1.99155756762e-07,4.29721682254e-07,9.0328636859e-07
194.0,3.64610229601e-08,8.60426948488e-08,1.92674003602e-07,4.16297791915e-07,8.76358040032e-07
193.0,3.51711302914e-08,8.31118296143e-08,1.86357782893e-07,4.03196367644e-07,8.50027995188e-07
192.0,3.39180451069e-08,8.02605265888e-08,1.80204186128e-07,3.90412420666e-07,8.242887296e-07
191.0,3.27009929258e-08,7.74872367128e-08,1.74210325086e-07,3.77940973899e-07,7.99132687808e-07
190.0,3.15192087322e-08,7.47904264869e-08,1.68373332281e-07,3.65777063558e-07,7.74552267676e-07
189.0,3.03719369868e-08,7.21685780907e-08,1.62690361461e-07,3.53915740659e-07,7.50539824832e-07
188.0,2.92584316385e-08,6.96201895007e-08,1.57158588056e-07,3.42352072553e-07,7.27087676932e-07
187.0,2.81779561261e-08,6.71437745868e-08,1.51775209627e-07,3.3108114436e-07,7.0418810785e-07
186.0,2.71297833913e-08,6.47378632224e-08,1.46537446291e-07,3.20098060412e-07,6.81833371862e-07
185.0,2.61131958755e-08,6.24010013801e-08,1.41442541144e-07,3.09397945676e-07,6.60015697764e-07
184.0,2.51274855252e-08,6.01317512186e-08,1.36487760658e-07,2.9897594706e-07,6.38727292853e-07
183.0,2.41719537877e-08,5.79286911732e-08,1.31670395077e-07,2.888272348e-07,6.17960346849e-07
182.0,2.32459116118e-08,5.57904160311e-08,1.26987758784e-07,2.7894700372e-07,5.97707035872e-07
181.0,2.23486794395e-08,5.37155370112e-08,1.2243719067e-07,2.69330474496e-07,5.77959526117e-07
180.0,2.14795872022e-08,5.17026818352e-08,1.18016054481e-07,2.59972894901e-07,5.58709977721e-07
179.0,2.0637974309e-08,4.97504947882e-08,1.13721739156e-07,2.5086954097e-07,5.39950548296e-07
178.0,1.98231896374e-08,4.78576367823e-08,1.09551659144e-07,2.42015718189e-07,5.21673396621e-07
177.0,1.90345915206e-08,4.60227854124e-08,1.05503254722e-07,2.334067626e-07,5.03870686054e-07
176.0,1.82715477313e-08,4.42446350039e-08,1.01573992289e-07,2.25038041909e-07,4.86534588019e-07
175.0,1.75334354664e-08,4.2521896659e-08,9.77613646467e-08,2.16904956531e-07,4.69657285367e-07
174.0,1.68196413267e-08,4.08532982994e-08,9.40628912736e-08,2.09002940643e-07,4.53230975631e-07
173.0,1.6129561298e-08,3.9237584699e-08,9.04761185904e-08,2.01327463153e-07,4.37247874232e-07
172.0,1.54626007268e-08,3.76735175141e-08,8.69986202009e-08,1.93874028681e-07,4.21700217607e-07
171.0,1.48181742972e-08,3.61598753131e-08,8.36279971275e-08,1.86638178495e-07,4.06580266292e-07
170.0,1.41957060035e-08,3.4695453595e-08,8.0361878038e-08,1.79615491402e-07,3.9188030782e-07
169.0,1.35946291226e-08,3.32790648064e-08,7.71979194507e-08,1.72801584618e-07,3.77592659705e-07
168.0,1.30143861831e-08,3.19095383548e-08,7.41338059411e-08,1.66192114624e-07,3.63709672187e-07
167.0,1.24544289338e-08,3.05857206113e-08,7.11672503204e-08,1.59782777959e-07,3.50223731039e-07
166.0,1.19142183099e-08,2.93064749203e-08,6.82959938209e-08,1.53569312004e-07,3.37127260183e-07
165.0,1.13932243972e-08,2.80706815904e-08,6.55178062505e-08,1.47547495732e-07,3.24412724315e-07
164.0,1.08909263943e-08,2.6877237893e-08,6.28304861543e-08,1.4171315043e-07,3.12072631407e-07
163.0,1.04068125735e-08,2.57250580486e-08,6.0231860951e-08,1.36062140385e-07,3.00099535164e-07
162.0,9.94038023936e-09,2.46130732129e-08,5.7719787062e-08,1.3059037355e-07,2.88486037376e-07
161.0,9.49113568647e-09,2.35402314541e-08,5.52921500351e-08,1.25293802173e-07,2.77224790222e-07
160.0,9.05859415388e-09,2.25054977321e-08,5.29468646488e-08,1.20168423403e-07,2.66308498487e-07
159.0,8.64227977965e-09,2.15078538667e-08,5.06818750133e-08,1.15210279865e-07,2.55729921711e-07
158.0,8.24172555113e-09,2.05462985061e-08,4.84951546515e-08,1.10415460218e-07,2.45481876275e-07
157.0,7.85647325652e-09,1.96198470889e-08,4.63847065791e-08,1.05780099659e-07,2.35557237388e-07
156.0,7.48607343269e-09,1.87275318026e-08,4.43485633682e-08,1.01300380429e-07,2.25948941037e-07
155.0,7.13008531144e-09,1.78684015368e-08,4.23847872023e-08,9.69725322802e-08,2.16649985841e-07
154.0,6.78807676494e-09,1.70415218339e-08,4.04914699209e-08,9.2792832914e-08,2.07653434861e-07
153.0,6.45962424875e-09,1.62459748341e-08,3.86667330499e-08,8.87576083935e-08,1.98952417294e-07
152.0,6.14431274366e-09,1.5480859217e-08,3.69087278301e-08,8.48632335339e-08,1.90540130173e-07
151.0,5.84173569555e-09,1.47452901382e-08,3.52156352254e-08,8.11061322672e-08,1.82409839928e-07
150.0,5.5514949538e-09,1.40383991635e-08,3.35856659325e-08,7.74827779763e-08,1.74554883909e-07
149.0,5.273200708e-09,1.33593341976e-08,3.20170603684e-08,7.39896938087e-08,1.66968671872e-07
148.0,5.00647142324e-09,1.27072594078e-08,3.05080886551e-08,7.06234529653e-08,1.59644687347e-07
147.0,4.75093377368e-09,1.20813551472e-08,2.90570505963e-08,6.73806789589e-08,1.52576488967e-07
146.0,4.50622257465e-09,1.14808178707e-08,2.7662275638e-08,6.4258045858e-08,1.45757711758e-07
145.0,4.27198071316e-09,1.09048600474e-08,2.63221228235e-08,6.12522784984e-08,1.39182068317e-07
144.0,4.04785907698e-09,1.03527100711e-08,2.50349807398e-08,5.83601526719e-08,1.32843349967e-07
143.0,3.83351648218e-09,9.82361216522e-09,2.37992674515e-08,5.55784953003e-08,1.26735427828e-07
142.0,3.6286195994e-09,9.31682628389e-09,2.26134304253e-08,5.29041845716e-08,1.20852253853e-07
141.0,3.4328428781e-09,8.83162801036e-09,2.14759464496e-08,5.03341500646e-08,1.15187861772e-07
140.0,3.24586847034e-09,8.36730845064e-09,2.038532154e-08,4.78653728499e-08,1.09736368004e-07
139.0,3.06738615216e-09,7.92317412389e-09,1.93400908377e-08,4.54948855598e-08,1.04491972497e-07
138.0,2.89709324436e-09,7.49854684922e-09,1.83388184988e-08,4.3219772445e-08,9.94489595143e-08
137.0,2.73469453154e-09,7.09276362829e-09,1.73800975752e-08,4.10371694067e-08,9.46016983679e-08
136.0,2.57990217999e-09,6.7051765254e-09,1.64625498846e-08,3.89442640053e-08,8.99446440915e-08
135.0,2.43243565412e-09,6.33515254268e-09,1.55848258744e-08,3.69382954463e-08,8.54723380599e-08
134.0,2.29202163189e-09,5.98207349314e-09,1.47456044747e-08,3.50165545519e-08,8.11794085527e-08
133.0,2.15839391877e-09,5.64533586914e-09,1.39435929437e-08,3.31763837012e-08,7.706057127e-08
132.0,2.03129336061e-09,5.3243507084e-09,1.31775267052e-08,3.14151767591e-08,7.31106297879e-08
131.0,1.91046775539e-09,5.01854345587e-09,1.24461691751e-08,2.97303789777e-08,6.93244759621e-08
130.0,1.7956717637e-09,4.72735382287e-09,1.17483115831e-08,2.81194868813e-08,6.56970902921e-08
129.0,1.68666681823e-09,4.45023564284e-09,1.10827727834e-08,2.65800481294e-08,6.22235422156e-08
128.0,1.58322103207e-09,4.1866567237e-09,1.04483990586e-08,2.51096613594e-08,5.88989903701e-08
127.0,1.48510910622e-09,3.93609869749e-09,9.84406391491e-09,2.37059760117e-08,5.57186827905e-08
126.0,1.39211223575e-09,3.69805686645e-09,9.26866786969e-09,2.23666921321e-08,5.26779570696e-08
125.0,1.30401801523e-09,3.4720400465e-09,8.72113823105e-09,2.10895601563e-08,4.97722404637e-08
124.0,1.22062034326e-09,3.25757040775e-09,8.20042886982e-09,1.98723806777e-08,4.69970499518e-08
123.0,1.14171932595e-09,3.05418331173e-09,7.70551998386e-09,1.87130041905e-08,4.43479922485e-08
122.0,1.06712117966e-09,2.86142714633e-09,7.23541785428e-09,1.76093308209e-08,4.18207637693e-08
121.0,9.96638132871e-10,2.67886315767e-09,6.78915459548e-09,1.65593100338e-08,3.9411150551e-08
120.0,9.30088327459e-10,2.50606527947e-09,6.36578789624e-09,1.55609403253e-08,3.71150281268e-08
119.0,8.67295718954e-10,2.34261995969e-09,5.96440075534e-09,1.4612268895e-08,3.49283613576e-08
118.0,8.0808997641e-10,2.18812598479e-09,5.58410120872e-09,1.37113913022e-08,3.28472042136e-08
117.0,7.52306381447e-10,2.04219430146e-09,5.22402205061e-09,1.28564511023e-08,3.08676995221e-08
