,20,40,60,80,100
634.0,1.20744228505e-05,1.53117620648e-05,1.82236288062e-05,2.07696343287e-05,2.31960644653e-05
633.0,1.20497145229e-05,1.52945462339e-05,1.82156009107e-05,2.0770990525e-05,2.31991534618e-05
632.0,1.202484027e-05,1.52771478904e-05,1.82074070927e-05,2.07722150917e-05,2.32021450646e-05
631.0,1.19997997704e-05,1.52595660821e-05,1.81990461284e-05,2.07733068131e-05,2.32050383339e-05
630.0,1.19745927137e-05,1.52417998589e-05,1.81905167822e-05,2.07742644654e-05,2.32078323303e-05
629.0,1.19492187945e-05,1.52238482664e-05,1.81818178159e-05,2.07750868131e-05,2.3210526096e-05
628.0,1.19236777192e-05,1.52057103589e-05,1.81729479771e-05,2.07757726164e-05,2.32131186648e-05
627.0,1.18979692022e-05,1.51873851838e-05,1.81639060161e-05,2.07763206159e-05,2.3215609073e-05
626.0,1.18720929664e-05,1.51688717928e-05,1.81546906734e-05,2.07767295541e-05,2.32179963366e-05
625.0,1.18460487448e-05,1.51501692354e-05,1.81453006797e-05,2.07769981542e-05,2.32202794733e-05
624.0,1.181983628e-05,1.51312765664e-05,1.81357347659e-05,2.07771251344e-05,2.32224574864e-05
623.0,1.17934553252e-05,1.51121928365e-05,1.81259916505e-05,2.07771092001e-05,2.3224529372e-05
622.0,1.1766905639e-05,1.50929171017e-05,1.81160700477e-05,2.07769490515e-05,2.3226494121e-05
621.0,1.17401869959e-05,1.50734484167e-05,1.81059686659e-05,2.07766433703e-05,2.32283507117e-05
620.0,1.17132991776e-05,1.50537858401e-05,1.80956862079e-05,2.0776190836e-05,2.32300981153e-05
619.0,1.16862419754e-05,1.50339284309e-05,1.80852213703e-05,2.07755901123e-05,2.32317353004e-05
618.0,1.16590151938e-05,1.50138752467e-05,1.8074572837e-05,2.07748398568e-05,2.32332612171e-05
617.0,1.16316186461e-05,1.49936253543e-05,1.80637392973e-05,2.07739387107e-05,2.32346748122e-05
616.0,1.1604052157e-05,1.49731778146e-05,1.80527194256e-05,2.07728853147e-05,2.32359750238e-05
615.0,1.15763155635e-05,1.49525316942e-05,1.8041511891e-05,2.07716782891e-05,2.32371607845e-05
614.0,1.15484087116e-05,1.49316860634e-05,1.80301153608e-05,2.07703162463e-05,2.32382310097e-05
613.0,1.1520331462e-05,1.4910639995e-05,1.80185284914e-05,2.07687977928e-05,2.32391846133e-05
612.0,1.14920836845e-05,1.48893925616e-05,1.80067499373e-05,2.07671215224e-05,2.32400204978e-05
611.0,1.14636652609e-05,1.48679428403e-05,1.79947783433e-05,2.07652860129e-05,2.32407375542e-05
610.0,1.14350760881e-05,1.48462899102e-05,1.79826123548e-05,2.0763289835e-05,2.32413346724e-05
609.0,1.14063160719e-05,1.48244328569e-05,1.79702506015e-05,2.07611315489e-05,2.32418107203e-05
608.0,1.13773851322e-05,1.48023707655e-05,1.79576917141e-05,2.07588097095e-05,2.32421645721e-05
607.0,1.13482832022e-05,1.4780102728e-05,1.79449343185e-05,2.07563228483e-05,2.32423950801e-05
606.0,1.13190102261e-05,1.47576278365e-05,1.7931977031e-05,2.07536694961e-05,2.32425010916e-05
605.0,1.12895661641e-05,1.47349451905e-05,1.79188184622e-05,2.07508481696e-05,2.32424814495e-05
604.0,1.12599509871e-05,1.47120538917e-05,1.79054572237e-05,2.07478573739e-05,2.32423349796e-05
603.0,1.12301646816e-05,1.46889530458e-05,1.78918919134e-05,2.07446955999e-05,2.32420605066e-05
602.0,1.12002072451e-05,1.46656417655e-05,1.78781211261e-05,2.07413613346e-05,2.32416568358e-05
601.0,1.11700786926e-05,1.46421191642e-05,1.78641434578e-05,2.07378530506e-05,2.32434741928e-05
600.0,1.11397790517e-05,1.46183843652e-05,1.78499574893e-05,2.07341692068e-05,2.32500364109e-05
599.0,1.11093083632e-05,1.45944364917e-05,1.78355618027e-05,2.0730308255e-05,2.32564673503e-05
598.0,1.10786666841e-05,1.45702746785e-05,1.78209549739e-05,2.07262686292e-05,2.32627655934e-05
597.0,1.10478540862e-05,1.4545898058e-05,1.78061355735e-05,2.07220487576e-05,2.32689297018e-05
596.0,1.10168706559e-05,1.45213057765e-05,1.77911021665e-05,2.07176470575e-05,2.32749582258e-05
595.0,1.09857164928e-05,1.44964969822e-05,1.77758533144e-05,2.07130619328e-05,2.32808497132e-05
594.0,1.09543917159e-05,1.44714708284e-05,1.77603875726e-05,2.07082917746e-05,2.32866026807e-05
593.0,1.0922896458e-05,1.44462264775e-05,1.77447034938e-05,2.07033349669e-05,2.32922156439e-05
592.0,1.08912308673e-05,1.44207630977e-05,1.77287996242e-05,2.06981898748e-05,2.32976870997e-05
591.0,1.08593951068e-05,1.43950798634e-05,1.77126745085e-05,2.06928548603e-05,2.33030155283e-05
590.0,1.08273893605e-05,1.43691759589e-05,1.76963266844e-05,2.06873282693e-05,2.33081994036e-05
589.0,1.07952138243e-05,1.43430505713e-05,1.76797546864e-05,2.06816084351e-05,2.33132371819e-05
588.0,1.07628687107e-05,1.43167029002e-05,1.76629570449e-05,2.06756936799e-05,2.33181272957e-05
587.0,1.07303542544e-05,1.42901321507e-05,1.76459322858e-05,2.06695823205e-05,2.33228681791e-05
586.0,1.06976707011e-05,1.42633375356e-05,1.76286789352e-05,2.06632726513e-05,2.33274582413e-05
585.0,1.06648183167e-05,1.42363182779e-05,1.76111955086e-05,2.06567629624e-05,2.33318958821e-05
584.0,1.06317973856e-05,1.42090736087e-05,1.75934805239e-05,2.06500515311e-05,2.33361794808e-05
583.0,1.05986082082e-05,1.41816027672e-05,1.75755324937e-05,2.06431366218e-05,2.33403074038e-05
582.0,1.0565251102e-05,1.41539050036e-05,1.75573499291e-05,2.06360164894e-05,2.33442780048e-05
581.0,1.05317264069e-05,1.41259795754e-05,1.75389313354e-05,2.0628689368e-05,2.33480896243e-05
580.0,1.04980344772e-05,1.40978257527e-05,1.75202752129e-05,2.06211534947e-05,2.3351740581e-05
579.0,1.04641756864e-05,1.40694428137e-05,1.75013800666e-05,2.06134070842e-05,2.33552291808e-05
578.0,1.04301504295e-05,1.40408300479e-05,1.74822443924e-05,2.06054483428e-05,2.33585537172e-05
577.0,1.03959591177e-05,1.4011986754e-05,1.74628666868e-05,2.05972754645e-05,2.33617124615e-05
576.0,1.03616021823e-05,1.39829122451e-05,1.74432454449e-05,2.05888866298e-05,2.33647036805e-05
575.0,1.03270800739e-05,1.39536058414e-05,1.74233791545e-05,2.05802800096e-05,2.33675256121e-05
574.0,1.02923932643e-05,1.39240668793e-05,1.74032663079e-05,2.05714537641e-05,2.33701764833e-05
573.0,1.02575422431e-05,1.38942947025e-05,1.73829053943e-05,2.05624060402e-05,2.33726545145e-05
572.0,1.02225275211e-05,1.38642886687e-05,1.73622948972e-05,2.05531349712e-05,2.33749578891e-05
571.0,1.01873496295e-05,1.38340481509e-05,1.73414333044e-05,2.05436386813e-05,2.33770847977e-05
570.0,1.01520091183e-05,1.38035725312e-05,1.73203190969e-05,2.05339152804e-05,2.33790333959e-05
569.0,1.01165065604e-05,1.37728612072e-05,1.72989507612e-05,2.05239628677e-05,2.33808018311e-05
568.0,1.00808425493e-05,1.37419135885e-05,1.72773267777e-05,2.05137795359e-05,2.33823882381e-05
567.0,1.00450176991e-05,1.37107290989e-05,1.72554456302e-05,2.05033633544e-05,2.33837907222e-05
566.0,1.00090326443e-05,1.36793071776e-05,1.72333057978e-05,2.04927123932e-05,2.33850073823e-05
565.0,9.97288804158e-06,1.36476472775e-05,1.72109057644e-05,2.04818247025e-05,2.33860363003e-05
564.0,9.93658457024e-06,1.36157488663e-05,1.71882440132e-05,2.04706983226e-05,2.33868755322e-05
563.0,9.9001229287e-06,1.35836114276e-05,1.71653190223e-05,2.04593312853e-05,2.33875231248e-05
562.0,9.86350384246e-06,1.35512344574e-05,1.71421292801e-05,2.04477216066e-05,2.33879771072e-05
561.0,9.82672805295e-06,1.35186174742e-05,1.7118673266e-05,2.0435867293e-05,2.33882354849e-05
560.0,9.78979632794e-06,1.34857600062e-05,1.70949494676e-05,2.04237663403e-05,2.33882962559e-05
559.0,9.75270945884e-06,1.34526616027e-05,1.70709563718e-05,2.04114167309e-05,2.33881573868e-05
558.0,9.7154682552e-06,1.34193218266e-05,1.70466924668e-05,2.03988164403e-05,2.33878168382e-05
557.0,9.67807355365e-06,1.33857402616e-05,1.70221562425e-05,2.03859634234e-05,2.33872725477e-05
556.0,9.64052621249e-06,1.33519165059e-05,1.69973461915e-05,2.03728556351e-05,2.3386522435e-05
555.0,9.60282711278e-06,1.3317850179e-05,1.69722608117e-05,2.03594910112e-05,2.33855644067e-05
554.0,9.5649771599e-06,1.32835409158e-05,1.69468985986e-05,2.03458674783e-05,2.33843963399e-05
553.0,9.5269772824e-06,1.32489883739e-05,1.69212580543e-05,2.03319829555e-05,2.33830161012e-05
552.0,9.48882843247e-06,1.32141922259e-05,1.68953376856e-05,2.03178353433e-05,2.3381421542e-05
551.0,9.45053158603e-06,1.3179152167e-05,1.68691359977e-05,2.0303422539e-05,2.33796104866e-05
550.0,9.41208774404e-06,1.31438679126e-05,1.6842651506e-05,2.02887424273e-05,2.33775807444e-05
549.0,9.37349793047e-06,1.31083391966e-05,1.68158827275e-05,2.02737928793e-05,2.33753301103e-05
548.0,9.33476319404e-06,1.30725657752e-05,1.67888281836e-05,2.02585717533e-05,2.33728563498e-05
547.0,9.29588460776e-06,1.30365474247e-05,1.67614864019e-05,2.02430769073e-05,2.33701572214e-05
546.0,9.2568632704e-06,1.30002839463e-05,1.67338559145e-05,2.02273061799e-05,2.33672304548e-05
545.0,9.21770030359e-06,1.29637751594e-05,1.67059352608e-05,2.02112574027e-05,2.33640737669e-05
544.0,9.17839685539e-06,1.29270209069e-05,1.66777229846e-05,2.01949283941e-05,2.33606848537e-05
543.0,9.13895409763e-06,1.28900210562e-05,1.66492176393e-05,2.01783169668e-05,2.33570613866e-05
542.0,9.09937322771e-06,1.28527754982e-05,1.662041778e-05,2.01614209239e-05,2.3353201025e-05
541.0,9.05965546905e-06,1.28152841443e-05,1.65913219753e-05,2.01442380489e-05,2.33491014064e-05
540.0,9.01980206946e-06,1.27775469341e-05,1.65619287952e-05,2.0126766131e-05,2.33447601436e-05
539.0,8.97981430172e-06,1.27395638289e-05,1.65322368245e-05,2.01090029385e-05,2.33401748353e-05
538.0,8.9396934644e-06,1.27013348167e-05,1.65022446515e-05,2.00909462364e-05,2.33353430612e-05
537.0,8.89944088312e-06,1.2662859909e-05,1.64719508745e-05,2.0072593776e-05,2.33302623747e-05
536.0,8.85905790679e-06,1.26241391464e-05,1.6441354103e-05,2.00539433022e-05,2.3324930315e-05
535.0,8.81854591238e-06,1.25851725944e-05,1.64104529554e-05,2.00349925495e-05,2.33193444007e-05
534.0,8.77790629997e-06,1.25459603428e-05,1.63792460591e-05,2.00157392475e-05,2.33135021233e-05
533.0,8.73714049779e-06,1.25065025129e-05,1.63477320545e-05,1.9996181113e-05,2.33074009642e-05
532.0,8.6962499594e-06,1.24667992505e-05,1.63159095908e-05,1.99763158576e-05,2.33010383761e-05
531.0,8.65523616366e-06,1.24268507298e-05,1.62837773305e-05,1.99561411832e-05,2.32944117995e-05
530.0,8.61410061574e-06,1.23866571548e-05,1.6251333948e-05,1.99356547848e-05,2.32875186452e-05
529.0,8.57284484744e-06,1.2346218758e-05,1.62185781298e-05,1.99148543484e-05,2.32803563093e-05
528.0,8.53147041518e-06,1.23055358013e-05,1.61855085752e-05,1.98937375539e-05,2.32729221687e-05
527.0,8.48997890444e-06,1.22646085751e-05,1.61521239991e-05,1.98723020737e-05,2.32652135715e-05
526.0,8.4483719232e-06,1.22234374018e-05,1.61184231285e-05,1.98505455749e-05,2.3257227855e-05
525.0,8.4066511081e-06,1.21820226351e-05,1.60844047045e-05,1.98284657145e-05,2.32489623258e-05
524.0,8.36481812074e-06,1.21403646561e-05,1.60500674847e-05,1.98060601464e-05,2.3240414282e-05
523.0,8.32287464868e-06,1.2098463883e-05,1.60154102441e-05,1.97833265178e-05,2.32315809891e-05
522.0,8.28082240638e-06,1.20563207617e-05,1.59804317699e-05,1.97602624682e-05,2.32224596968e-05
521.0,8.23866313393e-06,1.20139357714e-05,1.59451308713e-05,1.9736865634e-05,2.3213047638e-05
520.0,8.19639859776e-06,1.19713094271e-05,1.59095063681e-05,1.97131336442e-05,2.32033420141e-05
519.0,8.15403058956e-06,1.19284422721e-05,1.58735571032e-05,1.96890641247e-05,2.31933400176e-05
518.0,8.11156092819e-06,1.18853348878e-05,1.58372819385e-05,1.96646546963e-05,2.318303881e-05
517.0,8.06899145688e-06,1.18419878889e-05,1.58006797492e-05,1.96399029758e-05,2.31724355386e-05
516.0,8.02632404645e-06,1.1798401923e-05,1.57637494383e-05,1.96148065761e-05,2.31615273238e-05
515.0,7.98356059194e-06,1.17545776751e-05,1.57264899221e-05,1.95893631054e-05,2.31503112711e-05
514.0,7.94070301471e-06,1.17105158628e-05,1.56889001425e-05,1.95635701701e-05,2.31387844607e-05
513.0,7.89775326223e-06,1.16662172443e-05,1.56509790592e-05,1.95374253723e-05,2.31269439557e-05
512.0,7.85471330604e-06,1.16216826094e-05,1.56127256584e-05,1.9510926315e-05,2.3114786793e-05
511.0,7.81158514546e-06,1.15769127869e-05,1.55741389445e-05,1.94840705949e-05,2.31023099925e-05
510.0,7.76837080184e-06,1.15319086437e-05,1.55352179494e-05,1.94568558114e-05,2.30895105521e-05
509.0,7.72507232448e-06,1.14866710824e-05,1.54959617278e-05,1.94292795587e-05,2.30763854477e-05
508.0,7.68169178602e-06,1.1441201045e-05,1.5456369356e-05,1.9401339432e-05,2.30629316379e-05
507.0,7.6382312856e-06,1.13954995106e-05,1.54164399431e-05,1.93730330275e-05,2.30491460568e-05
506.0,7.59469294438e-06,1.13495674996e-05,1.53761726161e-05,1.93443579398e-05,2.30350256161e-05
505.0,7.5510789116e-06,1.13034060696e-05,1.53355665351e-05,1.93153117651e-05,2.30205672152e-05
504.0,7.50739135733e-06,1.12570163182e-05,1.5294620885e-05,1.92858921004e-05,2.30057677244e-05
503.0,7.46363247821e-06,1.12103993829e-05,1.5253334879e-05,1.92560965436e-05,2.29906239935e-05
502.0,7.41980449367e-06,1.11635564432e-05,1.5211707761e-05,1.92259226962e-05,2.29751328601e-05
501.0,7.3759096473e-06,1.11164887183e-05,1.51697388031e-05,1.91953681627e-05,2.29592911329e-05
500.0,7.33195020706e-06,1.10691974672e-05,1.51274273075e-05,1.91644305474e-05,2.2943095606e-05
499.0,7.28792846282e-06,1.1021683992e-05,1.50847726093e-05,1.91331074627e-05,2.29265430488e-05
498.0,7.24384672826e-06,1.09739496379e-05,1.50417740761e-05,1.91013965224e-05,2.29096302119e-05
497.0,7.19970733944e-06,1.0925995791e-05,1.49984311057e-05,1.90692953467e-05,2.28923538287e-05
496.0,7.15551265613e-06,1.08778238785e-05,1.49547431302e-05,1.90368015616e-05,2.28747106134e-05
495.0,7.11126505892e-06,1.08294353736e-05,1.4910709617e-05,1.90039127976e-05,2.28566972526e-05
494.0,7.06696695167e-06,1.07808317899e-05,1.48663300695e-05,1.89706266921e-05,2.28383104243e-05
493.0,7.02262075968e-06,1.07320146872e-05,1.48216040252e-05,1.8936940891e-05,2.28195467815e-05
492.0,6.97822892902e-06,1.06829856683e-05,1.47765310578e-05,1.890285305e-05,2.28004029569e-05
491.0,6.93379392796e-06,1.06337463794e-05,1.4731110782e-05,1.88683608292e-05,2.27808755669e-05
490.0,6.88931824502e-06,1.05842985111e-05,1.46853428452e-05,1.88334619018e-05,2.27609612098e-05
489.0,6.8448043887e-06,1.05346438005e-05,1.46392269412e-05,1.87981539476e-05,2.27406564615e-05
488.0,6.80025488891e-06,1.04847840293e-05,1.45927627959e-05,1.87624346639e-05,2.27199578861e-05
487.0,6.75567229447e-06,1.04347210223e-05,1.45459501823e-05,1.87263017495e-05,2.26988620237e-05
486.0,6.71105917354e-06,1.03844566532e-05,1.44987889127e-05,1.86897529252e-05,2.26773653984e-05
485.0,6.66641811457e-06,1.03339928385e-05,1.44512788417e-05,1.865278592e-05,2.26554645194e-05
484.0,6.62175172268e-06,1.0283331544e-05,1.44034198669e-05,1.86153984772e-05,2.26331558763e-05
483.0,6.57706262337e-06,1.0232474779e-05,1.43552119311e-05,1.85775883564e-05,2.26104359411e-05
482.0,6.53235345844e-06,1.01814246003e-05,1.43066550213e-05,1.85393533301e-05,2.2587301173e-05
481.0,6.48762688769e-06,1.01301831112e-05,1.42577491726e-05,1.85006911919e-05,2.25637480104e-05
480.0,6.44288558872e-06,1.00787524628e-05,1.42084944635e-05,1.84615997466e-05,2.25397728795e-05
479.0,6.39813225426e-06,1.00271348519e-05,1.41588910231e-05,1.84220768217e-05,2.25153721889e-05
478.0,6.35336959463e-06,9.97533252316e-06,1.41089390287e-05,1.83821202632e-05,2.24905423315e-05
477.0,6.3086003351e-06,9.9233477696e-06,1.40586387045e-05,1.83417279344e-05,2.24652796895e-05
476.0,6.26382721609e-06,9.87118292877e-06,1.40079903274e-05,1.83008977237e-05,2.24395806242e-05
475.0,6.21905299307e-06,9.81884038895e-06,1.39569942257e-05,1.82596275361e-05,2.24134414906e-05
474.0,6.1742804358e-06,9.76632258387e-06,1.39056507792e-05,1.82179153061e-05,2.2386858624e-05
473.0,6.12951232731e-06,9.71363199609e-06,1.38539604201e-05,1.81757589858e-05,2.23598283486e-05
472.0,6.08475146528e-06,9.66077115627e-06,1.38019236352e-05,1.8133156556e-05,2.23323469788e-05
471.0,6.04000065859e-06,9.60774264155e-06,1.37495409659e-05,1.80901060221e-05,2.23044108128e-05
470.0,5.99526272892e-06,9.55454907824e-06,1.369681301e-05,1.8046605417e-05,2.22760161418e-05
469.0,5.95054050966e-06,9.50119313915e-06,1.36437404202e-05,1.80026528004e-05,2.22471592403e-05
468.0,5.90583684535e-06,9.44767754638e-06,1.3590323908e-05,1.79582462628e-05,2.22178363788e-05
467.0,5.86115459136e-06,9.39400506867e-06,1.35365642439e-05,1.79133839232e-05,2.21880438119e-05
466.0,5.8164966125e-06,9.34017852428e-06,1.34824622551e-05,1.78680639331e-05,2.21577777881e-05
465.0,5.77186578396e-06,9.28620077737e-06,1.34280188325e-05,1.78222844785e-05,2.21270345497e-05
464.0,5.72726498904e-06,9.23207473979e-06,1.33732349247e-05,1.77760437738e-05,2.20958103281e-05
463.0,5.68269711913e-06,9.17780337246e-06,1.33181115436e-05,1.77293400752e-05,2.20641013464e-05
462.0,5.63816507421e-06,9.12338968214e-06,1.32626497645e-05,1.76821716678e-05,2.20319038248e-05
461.0,5.59367176068e-06,9.06883672404e-06,1.32068507249e-05,1.76345368808e-05,2.19992139738e-05
460.0,5.54922009179e-06,9.01414759966e-06,1.31507156276e-05,1.75864340774e-05,2.19660280003e-05
459.0,5.50481298621e-06,8.95932545836e-06,1.30942457415e-05,1.75378616621e-05,2.19323421107e-05
458.0,5.46045336836e-06,8.90437349445e-06,1.30374424013e-05,1.74888180809e-05,2.18981524999e-05
457.0,5.41614416664e-06,8.84929495068e-06,1.29803070078e-05,1.74393018218e-05,2.18634553679e-05
456.0,5.37188831396e-06,8.79409311592e-06,1.29228410305e-05,1.7389311419e-05,2.18282469079e-05
455.0,5.32768874662e-06,8.73877132343e-06,1.28650460069e-05,1.73388454481e-05,2.17925233155e-05
454.0,5.2835484026e-06,8.6833329535e-06,1.28069235465e-05,1.72879025325e-05,2.17562807819e-05
453.0,5.23947022318e-06,8.62778143101e-06,1.27484753254e-05,1.72364813459e-05,2.17195155045e-05
452.0,5.19545715e-06,8.57212022737e-06,1.26897030947e-05,1.7184580608e-05,2.16822236787e-05
451.0,5.1515121255e-06,8.51635285681e-06,1.26306086749e-05,1.71321990919e-05,2.16444015051e-05
450.0,5.10763809245e-06,8.46048287905e-06,1.25711939591e-05,1.7079335622e-05,2.16060451855e-05
449.0,5.06383799237e-06,8.40451389741e-06,1.2511460916e-05,1.70259890775e-05,2.15671509315e-05
448.0,5.02011476594e-06,8.34844955792e-06,1.24514115867e-05,1.69721583899e-05,2.15277149524e-05
447.0,4.97647135148e-06,8.2922935518e-06,1.23910480885e-05,1.69178425506e-05,2.14877334737e-05
446.0,4.93291068443e-06,8.23604960981e-06,1.23303726133e-05,1.6863040608e-05,2.14472027226e-05
445.0,4.88943569638e-06,8.17972150783e-06,1.22693874302e-05,1.68077516705e-05,2.14061189388e-05
444.0,4.84604931552e-06,8.12331306055e-06,1.22080948853e-05,1.6751974907e-05,2.13644783739e-05
443.0,4.80275446446e-06,8.06682812574e-06,1.21464974022e-05,1.66957095511e-05,2.13222772877e-05
442.0,4.75955406057e-06,8.0102706001e-06,1.2084597483e-05,1.66389549e-05,2.12795119567e-05
441.0,4.71645101421e-06,7.95364442074e-06,1.20223977086e-05,1.65817103162e-05,2.12361786683e-05
440.0,4.67344822948e-06,7.89695356425e-06,1.19599007399e-05,1.65239752312e-05,2.11922737304e-05
439.0,4.63054860251e-06,7.84020204485e-06,1.18971093186e-05,1.64657491474e-05,2.1147793463e-05
438.0,4.58775502028e-06,7.78339391564e-06,1.18340262653e-05,1.64070316332e-05,2.11027342106e-05
437.0,4.54507036124e-06,7.72653326618e-06,1.17706544839e-05,1.63478223339e-05,2.10570923317e-05
436.0,4.50249749345e-06,7.66962422266e-06,1.17069969598e-05,1.6288120971e-05,2.1010864211e-05
435.0,4.46003927462e-06,7.61267094749e-06,1.16430567599e-05,1.62279273368e-05,2.09640462555e-05
434.0,4.41769855043e-06,7.55567763652e-06,1.15788370339e-05,1.6167241306e-05,2.09166348946e-05
433.0,4.37547815521e-06,7.49864852154e-06,1.15143410152e-05,1.61060628281e-05,2.08686265883e-05
432.0,4.3333809097e-06,7.44158786656e-06,1.14495720212e-05,1.604439194e-05,2.08200178208e-05
431.0,4.29140962168e-06,7.38449996773e-06,1.13845334522e-05,1.59822287573e-05,2.07708051084e-05
430.0,4.24956708408e-06,7.32738915413e-06,1.13192287939e-05,1.59195734816e-05,2.07209849989e-05
429.0,4.20785607498e-06,7.27025978381e-06,1.12536616163e-05,1.58564264001e-05,2.06705540713e-05
428.0,4.16627935661e-06,7.21311624672e-06,1.11878355736e-05,1.57927878906e-05,2.06195089426e-05
427.0,4.12483967487e-06,7.15596295942e-06,1.11217544068e-05,1.57286584185e-05,2.05678462636e-05
426.0,4.08353975838e-06,7.09880436737e-06,1.10554219412e-05,1.5664038543e-05,2.05155627287e-05
425.0,4.04238231771e-06,7.04164494335e-06,1.09888420873e-05,1.55989289137e-05,2.0462655069e-05
424.0,4.00137004514e-06,6.98448918494e-06,1.09220188428e-05,1.55333302816e-05,2.04091200597e-05
423.0,3.9605056131e-06,6.92734161577e-06,1.0854956289e-05,1.54672434871e-05,2.03549545213e-05
422.0,3.91979167401e-06,6.87020678176e-06,1.07876585954e-05,1.54006694773e-05,2.03001553209e-05
421.0,3.8792308603e-06,6.8130892529e-06,1.07201300165e-05,1.53336092944e-05,2.02447193766e-05
420.0,3.8388257823e-06,6.75599361987e-06,1.06523748919e-05,1.5266064085e-05,2.01886436531e-05
419.0,3.79857902816e-06,6.69892449419e-06,1.05843976482e-05,1.51980351015e-05,2.01319251752e-05
418.0,3.75849316338e-06,6.6418865063e-06,1.05162027976e-05,1.5129523699e-05,2.00745610193e-05
417.0,3.71857073027e-06,6.58488430558e-06,1.04477949375e-05,1.50605313448e-05,2.00165483199e-05
416.0,3.67881424623e-06,6.52792255732e-06,1.0379178751e-05,1.49910596122e-05,1.99578842725e-05
415.0,3.63922620464e-06,6.47100594373e-06,1.0310359006e-05,1.49211101881e-05,1.9898566138e-05
414.0,3.59980907305e-06,6.41413916046e-06,1.02413405562e-05,1.48506848712e-05,1.98385912387e-05
413.0,3.56056529263e-06,6.3573269166e-06,1.01721283386e-05,1.47797855747e-05,1.97779569662e-05
412.0,3.52149727804e-06,6.30057393381e-06,1.01027273761e-05,1.47084143302e-05,1.97166607842e-05
411.0,3.48260741651e-06,6.24388494416e-06,1.00331427745e-05,1.46365732864e-05,1.9654700226e-05
410.0,3.44389806712e-06,6.18726468931e-06,9.96337972242e-06,1.45642647122e-05,1.9592072905e-05
409.0,3.40537156021e-06,6.13071791851e-06,9.8934434927e-06,1.44914909976e-05,1.95287765082e-05
408.0,3.36703019727e-06,6.07424938835e-06,9.82333943892e-06,1.44182546565e-05,1.94648088057e-05
407.0,3.32887624927e-06,6.01786386024e-06,9.75307299854e-06,1.43445583274e-05,1.94001676519e-05
406.0,3.29091195722e-06,5.96156610068e-06,9.68264968785e-06,1.42704047765e-05,1.93348509867e-05
405.0,3.25313953071e-06,5.90536087767e-06,9.6120751048e-06,1.41957968954e-05,1.92688568394e-05
404.0,3.21556114802e-06,5.84925296089e-06,9.54135492613e-06,1.41207377082e-05,1.92021833316e-05
403.0,3.17817895487e-06,5.79324712069e-06,9.47049490788e-06,1.40452303682e-05,1.91348286804e-05
402.0,3.14099506463e-06,5.73734812466e-06,9.399500883e-06,1.39692781625e-05,1.90667912011e-05
401.0,3.10401155722e-06,5.68156073824e-06,9.32837876341e-06,1.38928845114e-05,1.89980693092e-05
400.0,3.06723047868e-06,5.62588972178e-06,9.25713453433e-06,1.3816052971e-05,1.89286615268e-05
399.0,3.03065384079e-06,5.57033983081e-06,9.18577425776e-06,1.37387872359e-05,1.88585664792e-05
398.0,2.99428362051e-06,5.51491581273e-06,9.11430406857e-06,1.36610911355e-05,1.87877829083e-05
397.0,2.95812175927e-06,5.45962240645e-06,9.04273017538e-06,1.35829686424e-05,1.87163096628e-05
396.0,2.92217016318e-06,5.40446434042e-06,8.97105885693e-06,1.35044238667e-05,1.86441457119e-05
395.0,2.88643070156e-06,5.34944633162e-06,8.89929646282e-06,1.34254610622e-05,1.85712901451e-05
394.0,2.85090520739e-06,5.29457308372e-06,8.82744941142e-06,1.3346084626e-05,1.84977421736e-05
393.0,2.81559547626e-06,5.23984928575e-06,8.75552418864e-06,1.32662990994e-05,1.84235011379e-05
392.0,2.78050326623e-06,5.18527961053e-06,8.68352734705e-06,1.31861091681e-05,1.83485665047e-05
391.0,2.74563029746e-06,5.13086871288e-06,8.61146550206e-06,1.31055196639e-05,1.82729378774e-05
390.0,2.71097825141e-06,5.07662122901e-06,8.53934533384e-06,1.30245355675e-05,1.8196614994e-05
389.0,2.67654877116e-06,5.02254177402e-06,8.46717358386e-06,1.29431620061e-05,1.81195977343e-05
388.0,2.64234346025e-06,4.96863494078e-06,8.39495705192e-06,1.28614042561e-05,1.80418861197e-05
387.0,2.60836388295e-06,4.91490529859e-06,8.32270259842e-06,1.27792677435e-05,1.79634803205e-05
386.0,2.57461156353e-06,4.86135739193e-06,8.25041713727e-06,1.26967580447e-05,1.78843806586e-05
385.0,2.54108798619e-06,4.8079957381e-06,8.17810763839e-06,1.26138808873e-05,1.78045876048e-05
384.0,2.50779459446e-06,4.75482482622e-06,8.10578112451e-06,1.25306421487e-05,1.77241017947e-05
383.0,2.47473279108e-06,4.70184911588e-06,8.03344466834e-06,1.24470478609e-05,1.76429240199e-05
382.0,2.44190393794e-06,4.64907303604e-06,7.96110539153e-06,1.23631042052e-05,1.75610552368e-05
381.0,2.40930935524e-06,4.59650098182e-06,7.88877046253e-06,1.22788175163e-05,1.74784965738e-05
380.0,2.37695032192e-06,4.54413731568e-06,7.81644709486e-06,1.2194194283e-05,1.73952493269e-05
379.0,2.34482807483e-06,4.49198636339e-06,7.74414254294e-06,1.21092411457e-05,1.73113149703e-05
378.0,2.31294380863e-06,4.44005241432e-06,7.67186410293e-06,1.2023964897e-05,1.72266951569e-05
377.0,2.28129867618e-06,4.38833971946e-06,7.59961910843e-06,1.1938372484e-05,1.71413917205e-05
376.0,2.24989378738e-06,4.33685248951e-06,7.52741492903e-06,1.1852471004e-05,1.70554066809e-05
