,-30.0,-25.0,-20.0,-15.0,-10.0,-5.0,0.0,5.0,10.0,15.0,20.0,25.0,30.0
300.0,1.5425476794e-05,2.21674239781e-05,3.00291078335e-05,3.84690699502e-05,4.68673685235e-05,5.46810008665e-05,6.15143724139e-05,6.87238578458e-05,7.5415843807e-05,8.17695484066e-05,8.80798298616e-05,9.4752287981e-05,0.000102343262293
320.0,1.37194159074e-05,1.98119101545e-05,2.698698907e-05,3.47718401138e-05,4.25994604259e-05,4.99531966174e-05,5.64439996671e-05,6.32856768698e-05,6.96305717116e-05,7.56205597814e-05,8.15071862427e-05,8.76413523809e-05,9.45002998728e-05
340.0,1.2282290057e-05,1.78151378013e-05,2.43904596673e-05,3.15949549416e-05,3.89103951809e-05,4.58467925554e-05,5.20234191595e-05,5.85341468178e-05,6.457189176e-05,7.02468764949e-05,7.5774205481e-05,8.14599061802e-05,8.77182902481e-05
360.0,1.10602657764e-05,1.61073939395e-05,2.21556300934e-05,2.88433250982e-05,3.56969489701e-05,4.2252924937e-05,4.81401651271e-05,5.43506875714e-05,6.01137354568e-05,6.55124865068e-05,7.07309849808e-05,7.60378141305e-05,8.1796243559e-05
380.0,1.00123654899e-05,1.46351940152e-05,2.02176452903e-05,2.64429700158e-05,3.28784578144e-05,3.90863022694e-05,4.47059982124e-05,5.06423415321e-05,5.61574898778e-05,6.13113695418e-05,6.6261264374e-05,7.12440557153e-05,7.65809111777e-05
400.0,9.10694449991e-06,1.33569314874e-05,1.85256863708e-05,2.43355621271e-05,3.0391042253e-05,3.62791969095e-05,4.16507410315e-05,4.73352207634e-05,5.26249155079e-05,5.75596649881e-05,6.22734903699e-05,6.69760959922e-05,7.19534054922e-05
420.0,8.31924700412e-06,1.22398347921e-05,1.70394496568e-05,2.2474565455e-05,2.81835104322e-05,3.37771801286e-05,3.89179023164e-05,4.43698662816e-05,4.9453148444e-05,5.41901722197e-05,5.86945857341e-05,6.31525437458e-05,6.78200810691e-05
440.0,7.62967871196e-06,1.12577997047e-05,1.57266213714e-05,2.08224528736e-05,2.62143983088e-05,3.15360383922e-05,3.64615124501e-05,4.16978988116e-05,4.65911046334e-05,5.11484112155e-05,5.54655132504e-05,5.97079690974e-05,6.41061733114e-05
460.0,7.02256524823e-06,1.03898197779e-05,1.45610369288e-05,1.93486679768e-05,2.44497960938e-05,2.95195065546e-05,3.4243796591e-05,3.92795603432e-05,4.39968477987e-05,4.83897503796e-05,5.25380592913e-05,5.65891741112e-05,6.07512685921e-05
480.0,6.48524603379e-06,9.61883287557e-06,1.35213195274e-05,1.80281104308e-05,2.28617284423e-05,2.76975765297e-05,3.22334378682e-05,3.70818819262e-05,4.16356327127e-05,4.58772789386e-05,4.9872462738e-05,5.37524622632e-05,5.77060186586e-05
500.0,6.0074037735e-06,8.93086200003e-06,1.25898597865e-05,1.68399953327e-05,2.14269311094e-05,2.60452182906e-05,3.04042632747e-05,3.50772991384e-05,3.94784299279e-05,4.35802078539e-05,4.74356411255e-05,5.11616082326e-05,5.49297184488e-05
520.0,5.58056196738e-06,8.31436739061e-06,1.17520417114e-05,1.57669838361e-05,2.01259157521e-05,2.45414006975e-05,2.87342370581e-05,3.32425927835e-05,3.75007991844e-05,4.14726523925e-05,4.51998453534e-05,4.87863267666e-05,5.23884932026e-05
540.0,5.19770392933e-06,7.75975239526e-06,1.09956489588e-05,1.47945131826e-05,1.89422470433e-05,2.31683334381e-05,2.72046808587e-05,3.15580689018e-05,3.56820190327e-05,3.95326940263e-05,4.31416270704e-05,4.66011033193e-05,5.00539235913e-05
560.0,4.85298082881e-06,7.25898268042e-06,1.03104047511e-05,1.39102751526e-05,1.78619781838e-05,2.19108741186e-05,2.57996632796e-05,3.00069175386e-05,3.4004407223e-05,3.77416496604e-05,4.12410369507e-05,4.45842904845e-05,4.79019901099e-05
580.0,4.5414857213e-06,6.80528993679e-06,9.68761197631e-06,1.31038062467e-05,1.68732059723e-05,2.0756060097e-05,2.45055174803e-05,2.85747062444e-05,3.24527847349e-05,3.6083496676e-05,3.94809958608e-05,4.27174022259e-05,4.59122535067e-05
600.0,4.25907704452e-06,6.39293927993e-06,9.11986920023e-06,1.23661628706e-05,1.59657170264e-05,1.9692735572e-05,2.33104565685e-05,2.72489765335e-05,3.10140492727e-05,3.45444163313e-05,3.78467969492e-05,4.09845572528e-05,4.4067211586e-05
620.0,4.0022395652e-06,6.01704512137e-06,8.600844746e-06,1.16896618194e-05,1.51307042638e-05,1.87112521487e-05,2.22042644959e-05,2.60189196626e-05,2.96768330348e-05,3.3112428021e-05,3.63257078462e-05,3.93720360259e-05,4.2351790161e-05
640.0,3.76797395915e-06,5.6734242878e-06,8.12509561841e-06,1.10676713896e-05,1.436053795e-05,1.78032265893e-05,2.11780456844e-05,2.48751141204e-05,2.84312259355e-05,3.17770940204e-05,3.49066503605e-05,3.78679251511e-05,4.07529360875e-05
660.0,3.55370847083e-06,5.3584779959e-06,7.68792133593e-06,1.04944420592e-05,1.36485795412e-05,1.69613434467e-05,2.02240208441e-05,2.38093115791e-05,2.72685500733e-05,3.05292793757e-05,3.35799405008e-05,3.64618297215e-05,3.9259289656e-05
680.0,3.35722774424e-06,5.06909637829e-06,7.28524515935e-06,9.96496835196e-06,1.29890293321e-05,1.61791931982e-05,1.93353593378e-05,2.28142611754e-05,2.61811748429e-05,2.93609551633e-05,3.23370760849e-05,3.51446389889e-05,3.78609186072e-05
700.0,3.17661511057e-06,4.80258074911e-06,6.91351699101e-06,9.47487544941e-06,1.23768010068e-05,1.54511387161e-05,1.85060406968e-05,2.18835643752e-05,2.51623642538e-05,2.82650364659e-05,3.11705619482e-05,3.39083340812e-05,3.65491008493e-05
720.0,3.01020550128e-06,4.5565799441e-06,6.5696335153e-06,9.02032557812e-06,1.18074177635e-05,1.47722044441e-05,1.77307395613e-05,2.10115543545e-05,2.42061502051e-05,2.72352478898e-05,3.00737653721e-05,3.27458292971e-05,3.53161455531e-05
740.0,2.85654680165e-06,4.32903788357e-06,6.25087216758e-06,8.59794032123e-06,1.12769258159e-05,1.4137983936e-05,1.70047295788e-05,2.0193195275e-05,2.3307226641e-05,2.62660114863e-05,2.90407955877e-05,3.16508402442e-05,3.41552452029e-05
760.0,2.71436796569e-06,4.11815015538e-06,5.95483624277e-06,8.20473579205e-06,1.07818220262e-05,1.3544562334e-05,1.63238026834e-05,1.94239976352e-05,2.24608607512e-05,2.53523527474e-05,2.80664030634e-05,3.06177737604e-05,3.3060352371e-05
780.0,2.58255256451e-06,3.92232788206e-06,5.67940905459e-06,7.83806830141e-06,1.03189930528e-05,1.29884510313e-05,1.56842010255e-05,1.8699946883e-05,2.16628180186e-05,2.44898214151e-05,2.71458946582e-05,2.96416355069e-05,3.20260764824e-05
800.0,2.46011674028e-06,3.7401675046e-06,5.42271545712e-06,7.49558859889e-06,9.88566395072e-06,1.24665323863e-05,1.50825592514e-05,1.80174428651e-05,2.09092987348e-05,2.36744244068e-05,2.62750619456e-05,2.87179519675e-05,3.1047597078e-05
820.0,2.34619074392e-06,3.57042540529e-06,5.18308942195e-06,7.17520317515e-06,9.47935458865e-06,1.19760127214e-05,1.45158553851e-05,1.737324829e-05,2.01968839599e-05,2.29025687935e-05,2.5450120306e-05,2.7842704306e-05,3.0120590408e-05
840.0,2.24000340579e-06,3.41199649558e-06,4.9590465882e-06,6.87504139848e-06,9.09784250939e-06,1.15143822061e-05,1.3981368838e-05,1.67644446207e-05,1.95224892911e-05,2.21710130822e-05,2.46676570125e-05,2.70122721222e-05,2.92411670481e-05
860.0,2.14086901862e-06,3.26389608303e-06,4.74926094014e-06,6.59342749773e-06,8.73913119808e-06,1.10793804874e-05,1.34766443944e-05,1.61883942707e-05,1.88833252378e-05,2.14768254531e-05,2.39245867086e-05,2.62233853132e-05,2.84058187326e-05
880.0,2.04817621302e-06,3.12524444724e-06,4.55254491197e-06,6.32885658572e-06,8.4014228385e-06,1.06689671351e-05,1.29994611841e-05,1.56427079784e-05,1.82768630572e-05,2.08173477765e-05,2.32181131852e-05,2.54730827123e-05,2.76113728499e-05
900.0,1.96137848822e-06,2.99525367761e-06,4.36783235559e-06,6.07997407678e-06,8.08309486102e-06,1.02812961371e-05,1.25478058712e-05,1.51252166248e-05,1.77008052087e-05,2.01901645618e-05,2.25456963297e-05,2.47586765336e-05,2.68549531973e-05
920.0,1.87998612053e-06,2.87321639984e-06,4.19416390979e-06,5.8455579429e-06,7.78267968025e-06,9.91469381803e-06,1.21198494131e-05,1.46339467844e-05,1.71530597509e-05,1.95930760158e-05,2.19050235662e-05,2.40777215447e-05,2.61339461839e-05
940.0,1.80355922586e-06,2.75849608481e-06,4.03067438898e-06,5.62450338385e-06,7.49884712839e-06,9.56763965723e-06,1.17139268443e-05,1.41670994322e-05,1.66317180365e-05,1.9024074612e-05,2.12939849829e-05,2.34279883417e-05,2.54459716027e-05
960.0,1.73170179248e-06,2.65051869311e-06,3.87658188e-06,5.41580953094e-06,7.23038919286e-06,9.23874958298e-06,1.13285196275e-05,1.37230313481e-05,1.61350352456e-05,1.84813246313e-05,2.07106516735e-05,2.28074401178e-05,2.47888570819e-05
980.0,1.66405653074e-06,2.54876544854e-06,3.73117828825e-06,5.21856788572e-06,6.97620669988e-06,8.92676137597e-06,1.09622402168e-05,1.33002388718e-05,1.56614133348e-05,1.79631442809e-05,2.01532567903e-05,2.22142122742e-05,2.4160615936e-05
1000.0,1.60030041525e-06,2.45276656934e-06,3.59382111222e-06,5.0319522356e-06,6.73529767577e-06,8.63052187308e-06,1.0613818526e-05,1.2897343587e-05,1.52093860862e-05,1.74679899672e-05,1.96201789197e-05,2.16465946799e-05,2.35594277889e-05
