P2, T_new, Tv1 - Tve, md_new, mm_new, mliq_new, mm_in, md_in, RH_new, cond, cond_source
890.0,284.611374161,1.34667541492,1.0397586306,0.0100195002314,0.000221869166676,0.000369549002995,0.049630450997,1.0,0.000221869166676,0.000330069699302
880.0,284.025387507,1.19874169313,1.09187117614,0.0102272764185,0.000390453985505,0.000376361005949,0.0521125455357,1.0,0.00020520144712,0.00033602337508
870.0,283.430479368,1.22870245857,1.14659303548,0.0104327442458,0.000568049446755,0.000383063288536,0.0547218593393,1.0,0.000215372881645,0.000341817955546
860.0,282.826358453,1.25903289842,1.20405470872,0.0106353256156,0.000755083823116,0.000389615746141,0.05746167324,1.0,0.000225988037007,0.000347430747746
850.0,282.212725311,1.28960968498,1.26439321102,0.0108344102873,0.000951998569898,0.00039599941846,0.0603385022982,1.0,0.000237058609134,0.000352848698687
840.0,281.589271782,1.32030803607,1.32775239734,0.0110293558452,0.00115924775058,0.00040219473859,0.0633591863265,1.0,0.000248595567768,0.000358055527317
830.0,280.955680456,1.35100141267,1.39428330343,0.0112194878843,0.00137729727787,0.000408181566436,0.0665309060929,1.0,0.000260608960758,0.000363033224272
820.0,280.311624109,1.38156120967,1.46414450377,0.0114041004253,0.00160662396479,0.000413939227925,0.069861200338,1.0,0.000273107725392,0.000367762643538
810.0,279.656765136,1.41185646043,1.53750248742,0.0115824566086,0.00184771434187,0.000419446560369,0.0733579836495,1.0,0.00028609944287,0.000372223801367
800.0,278.990754972,1.44175353966,1.61453205266,0.0117537896836,0.00210106323119,0.000424681964336,0.0770295652372,1.0,0.00029959009692,0.00037639606009
790.0,278.313233514,1.47111588183,1.69541672131,0.0119173043446,0.0023671720326,0.000429623462355,0.0808846686548,1.0,0.000313583776622,0.000380258261574
780.0,277.623828531,1.49980370668,1.78034917383,0.0120721784385,0.00264654670346,0.000434248764796,0.0849324525181,1.0,0.000328082370275,0.000383788838069
770.0,276.922155082,1.52767375875,1.8695317061,0.0122175650908,0.00293969539442,0.000438535343222,0.0891825322703,1.0,0.000343085218952,0.000386965913665
760.0,276.207814934,1.55457907131,1.96317670915,0.0123525952945,0.0032471257022,0.000442460511513,0.0936450030481,1.0,0.000358588727,0.00038976740334
750.0,275.480395994,1.58036874914,2.06150717286,0.0124763809974,0.00356934151437,0.000446001515014,0.0983304637072,1.0,0.000374585956505,0.000392171113528
740.0,274.739471748,1.60488777954,2.16475721492,0.012588018734,0.00390683940564,0.000449135627948,0.103250042065,1.0,0.000391066177974,0.000394154846504
730.0,273.984600728,1.62797688427,2.27317263635,0.0126865938541,0.00426010454479,0.000451840259255,0.108415421424,1.0,0.000408014375358,0.000395696510052
720.0,273.215277871,1.64955540154,2.38701159615,0.0127711408893,0.0046295592112,0.000454001701597,0.113838959808,1.0,0.000425409999778,0.000396694400676
710.0,272.432025027,1.66952483746,2.50654528937,0.0128388175202,0.00501732622167,0.000455443641327,0.119533693211,1.0,0.000445025911563,0.000396993018303
700.0,271.635966673,1.68894951935,2.63205836755,0.0128861440616,0.00542612684237,0.000456127162154,0.125513078182,1.0,0.000466702205175,0.000396555480919
690.0,270.826457198,1.70872326735,2.76384957611,0.0129116696125,0.00585661830548,0.000456017014002,0.131791208566,1.0,0.00048895238831,0.000395348556666
680.0,270.002816314,1.72849923237,2.90223255766,0.0129139701479,0.00630939851042,0.000455080740297,0.138382981546,1.0,0.00051172122984,0.000393343568963
670.0,269.164337628,1.74792124177,3.04753659528,0.0128916548394,0.00678500258888,0.000453288769987,0.14530403762,1.0,0.000534940159696,0.00039051483104
660.0,268.310286967,1.76662287852,3.20010739288,0.0128433845773,0.00728388776044,0.000450614909449,0.152570797597,1.0,0.000558525594493,0.000386840117953
650.0,267.43990079,1.78422664717,3.3603078949,0.0127678928171,0.00780641637261,0.000447036851923,0.160200502021,1.0,0.000582377204794,0.000382301151476
640.0,266.55238476,1.80034327319,3.52851914759,0.0126640088413,0.00835283704588,0.000442536697488,0.168211252688,1.0,0.000606376093669,0.000376884090594
630.0,265.646912496,1.81457117639,3.70514120393,0.0125306834579,0.00892326390668,0.000437101477445,0.176622056344,1.0,0.000630382969241,0.000370580020877
620.0,264.722624615,1.82649617661,3.89059407462,0.0123670171002,0.00951765394029,0.000430723675872,0.185452870694,1.0,0.000654236345564,0.000363385434951
610.0,263.778628132,1.83569150483,4.08531872747,0.0121722902059,0.0101357825747,0.000423401740074,0.194724652846,1.0,0.000677750843216,0.000355302695113
600.0,262.813996317,1.84171819372,4.28977813778,0.0119459956252,0.0107772177259,0.000415140570502,0.204459410313,1.0,0.00070071572247,0.000346340468124
590.0,261.827769131,1.84412594484,4.50445839247,0.0116878726713,0.0114412926594,0.000405951979656,0.214680254691,1.0,0.000722893754353,0.000336514121064
580.0,260.818954376,1.84245458291,4.72986985062,0.0113979422459,0.0121270781933,0.000395855108415,0.225411458149,1.0,0.000744020595379,0.000325846066199
570.0,259.786529684,1.83623621814,4.96654836348,0.0110765422527,0.0128333549737,0.000384876787275,0.236678512856,1.0,0.000763804872899,0.000314366042021
560.0,258.729445524,1.82499824972,5.21505655694,0.0107243622625,0.013558586793,0.000373051829132,0.248508193457,1.0,0.000781929210699,0.000302111316992
550.0,257.646629344,1.80826735467,5.47598517966,0.0103424761126,0.0143008961825,0.000360423239591,0.26092862272,1.0,0.000798052449858,0.000289126802244
540.0,256.53699101,1.78557459479,5.74995452011,0.00993237080903,0.0150580438164,0.000347042330349,0.273969340458,1.0,0.000811813390017,0.000275465059661
