P2, T_new, Tv1 - Tve, md_new, mm_new, mliq_new, mm_in, md_in, RH_new, cond, cond_source
890.0,284.71300253,1.40002136479,1.0000542698,0.00970358604877,0.00024214414692,7.3909800599e-05,0.0099260901994,1.0,0.00024214414692,6.98692468871e-05
880.0,284.227258602,1.4227186591,1.01007944573,0.00959210300415,0.000426029820489,7.24026289427e-05,0.0100251759296,1.0,0.000190901609811,6.84014273407e-05
870.0,283.732998779,1.56346001064,1.02020527849,0.00947662958994,0.000612385964965,7.08827302643e-05,0.0101258327571,1.0,0.000193277192942,6.69225994699e-05
860.0,283.229970186,1.7044687953,1.03043275075,0.00935714874181,0.000801213631792,6.93468187028e-05,0.0102274722621,1.0,0.000195648175699,6.54281357388e-05
850.0,282.7179088,1.84565670747,1.04076285365,0.0092336478801,0.000992510586972,6.77960934695e-05,0.0103301029015,1.0,0.000198011228545,6.39195673182e-05
840.0,282.19653883,1.98693053946,1.05119658688,0.00910611927586,0.00118627098566,6.62317944499e-05,0.0104337332209,1.0,0.000200362709766,6.23983120228e-05
830.0,281.66557204,2.12819182905,1.06173495874,0.00897456043721,0.00138248502572,6.46552014117e-05,0.0105383718601,1.0,0.00020269864902,6.0865758938e-05
820.0,281.124707037,2.26933648281,1.07237898629,0.00883897452209,0.00158113857393,6.30676330827e-05,0.0106440275586,1.0,0.000205014721843,5.93232991265e-05
810.0,280.573628532,2.41025438318,1.08312969546,0.00869937078389,0.00178221275823,6.14704460948e-05,0.0107507091621,1.0,0.000207306214193,5.77723389836e-05
800.0,280.012006529,2.55082895963,1.09398812108,0.00855576503829,0.00198568353761,5.98650337874e-05,0.0108584256286,1.0,0.000209568007891,5.62143065356e-05
790.0,279.439495505,2.69093674734,1.10495530712,0.00840818017119,0.00219152122958,5.82528248629e-05,0.0109671860364,1.0,0.000211794533288,5.46506543632e-05
780.0,278.855733513,2.83044690982,1.11603230671,0.00825664667082,0.00239969001184,5.6635281891e-05,0.011076999591,1.0,0.000213979751815,5.30828607063e-05
770.0,278.26034126,2.96922074298,1.12722018235,0.00810120320047,0.00261014738183,5.50138996535e-05,0.0111878756342,1.0,0.000216117111315,5.1512429471e-05
760.0,277.652921128,3.10711114937,1.138520006,0.00794189720318,0.00282284358246,5.33902033252e-05,0.0112998236521,1.0,0.000218199517268,4.99408895165e-05
750.0,277.033056145,3.24396209021,1.14993285928,0.00777878554575,0.00303772098636,5.17657464846e-05,0.0114128532855,1.0,0.000220219291556,4.83697934199e-05
740.0,276.400308916,3.37960801184,1.16145983362,0.00761193519945,0.00325471344162,5.01421089494e-05,0.0115269743393,1.0,0.000222168136928,4.6800715838e-05
730.0,275.754220495,3.51387324682,1.17310203042,0.00744142395745,0.00347374557805,4.85208944312e-05,0.0116421967938,1.0,0.000224037101056,4.5235251533e-05
720.0,275.094299824,3.64669528584,1.18486057067,0.00726733631514,0.00369472751114,4.68942907782e-05,0.011758540253,1.0,0.000225816460782,4.36662255066e-05
710.0,274.420017454,3.77804550419,1.19673660005,0.00708976217114,0.00391755134099,4.52496858573e-05,0.011876029384,1.0,0.000227495633768,4.20820406749e-05
700.0,273.730819362,3.90766139319,1.20873127382,0.00690880595162,0.00414209741256,4.35898520458e-05,0.0119946737702,1.0,0.000229063261747,4.04854583955e-05
690.0,273.026144697,4.03526561516,1.22084575673,0.00672454945917,0.0043682718021,4.19178970937e-05,0.0121144829007,1.0,0.000230545354962,3.88795502585e-05
680.0,272.306920663,4.16061574155,1.23308122272,0.00653600429971,0.00459705402585,4.02370642823e-05,0.0122354659976,1.0,0.000232993208281,3.72675088325e-05
670.0,271.573463593,4.28489114599,1.2454388443,0.00634280466187,0.00482880435489,3.85506912075e-05,0.012357621579,1.0,0.000235719533559,3.56525629526e-05
660.0,270.825107477,4.4085392783,1.25791979853,0.00614510979517,0.00506336147931,3.68622577168e-05,0.0124809542319,1.0,0.000238280057646,3.4038114471e-05
650.0,270.061144196,4.53123257938,1.27052527225,0.00594310579955,0.0053005408409,3.51753659727e-05,0.0126054737173,1.0,0.000240652113335,3.24276951151e-05
640.0,269.280820479,4.65261878162,1.28325646232,0.00573700786333,0.00554013248649,3.34937093633e-05,0.0127311900711,1.0,0.000242810982691,3.08249151548e-05
630.0,268.483334695,4.77231897862,1.29611457597,0.00552706261131,0.00578189879522,3.18210567116e-05,0.0128581136451,1.0,0.000244729785376,2.92334471414e-05
620.0,267.667833524,4.88992561805,1.30910083112,0.00531355056297,0.00602557207823,3.01612346769e-05,0.0129862551511,1.0,0.000246379351555,2.76570078641e-05
610.0,266.833408532,5.00500042774,1.32221645683,0.005096788673,0.00627085207654,2.8518108344e-05,0.0131156257085,1.0,0.000247728127849,2.60993385269e-05
600.0,265.979092668,5.11707229278,1.33546269372,0.00487713291908,0.00651740339048,2.68955600193e-05,0.013246236895,1.0,0.000248742122025,2.45641831684e-05
590.0,265.103856799,5.22563517086,1.34884079452,0.00465498091412,0.00676485286173,2.52974662792e-05,0.0133781008001,1.0,0.000249384842983,2.30552653803e-05
580.0,264.20660631,5.33014605519,1.3623520246,0.00443077445763,0.00701278699156,2.37276733511e-05,0.013511230081,1.0,0.000249617354037,2.15762634051e-05
570.0,263.286177925,5.43002311739,1.37599766262,0.00420500197263,0.0072607494475,2.21899709355e-05,0.0136456380197,1.0,0.000249398343606,2.01307837329e-05
560.0,262.341336855,5.52464409487,1.3897790012,0.00397820070193,0.00750823878283,2.06880646233e-05,0.0137813385813,1.0,0.000248684345161,1.87223333508e-05
550.0,261.370774497,5.61334510226,1.40369734768,0.00375095854953,0.00775470648232,1.92255470974e-05,0.013918346472,1.0,0.000247430039603,1.73542908458e-05
540.0,260.373106876,5.69542002081,1.41775402487,0.00352391538591,0.0079995555143,1.7805868358e-05,0.0140566771939,1.0,0.000245588747846,1.60298766017e-05
530.0,259.346874131,5.77012069602,1.43195037197,0.00329776361318,0.00824213959229,1.64323052533e-05,0.0141963470973,1.0,0.000243113111637,1.47521223832e-05
